Sr No.,Utterance,Emotion,Sentiment,labels
2512,Oh wow! Im free for her!,joy,positive,['Calm']
2513,"Oh, wait a second! I didnt say I wasnt free!",surprise,positive,"['Urgency', 'Anxiety']"
2514,"Hey, Chandler, why dont we talk this over at the Ranger game tomorrow?",neutral,neutral,['Calm']
2515,"Hold on, yknow I",neutral,neutral,['Calm']
2516,"Oh well, thats uh, a little later than I uh, generally care to stay, but sure!",joy,positive,['Calm']
2517,"Maybe, before the game we could enjoy some eight year old some small batch Basel Hadens.",neutral,neutral,['Calm']
2518,"Well, I dont really know what that is, but",neutral,neutral,['Calm']
2519,"Monica, let's go. Come on now people, woman in labor.",neutral,neutral,['Calm']
2520,"Hey Ross, look what I've got going here.",neutral,neutral,['Calm']
2521,"Yeah, save it for the cab, okay.",disgust,negative,"['Aggression', 'Distress', 'Coercion']"
2522,What are you doing? We're going to a hospital.,surprise,negative,"['Urgency', 'Anxiety']"
2523,"What, so I can't lokk nice? There might be doctors there.",neutral,neutral,['Calm']
2524,"Joey, get out of the fridge.",anger,negative,"['Aggression', 'Coercion']"
2525,"All right, all right.",anger,negative,"['Aggression', 'Coercion']"
2526,What is that?,surprise,negative,"['Urgency', 'Anxiety']"
2527,For the ride.,neutral,neutral,['Calm']
2528,"Yeah, like in a cab...",neutral,neutral,['Calm']
2529,Save it.,neutral,neutral,['Calm']
2530,"Okay, hating this.",disgust,negative,"['Aggression', 'Distress', 'Coercion']"
2531,"Monica, come on now. Let's go, baby coming.",neutral,neutral,['Calm']
2532,"I can't belive it, I'm gonna be an aunt. I'm gonna have like a nephew.",joy,positive,['Calm']
2533,"That's nice. Get out Let's go, come on.",disgust,negative,"['Aggression', 'Distress', 'Coercion']"
2534,"All right, I'm going. I'm going.",anger,negative,"['Aggression', 'Coercion']"
2535,"Here we go, here we go.",neutral,neutral,['Calm']
2536,"Rossy, Rossy.",neutral,neutral,['Calm']
2537,WHAT IS IT?!,anger,negative,"['Aggression', 'Coercion']"
2538,"Okay, I-I d'know, you-you just- you have a quality.",joy,positive,['Calm']
2539,Yes. Absolutely. A quality.,neutral,neutral,['Calm']
2540,"Oh, oh, a quality, good, because I was worried you guys were gonna be vague about this.",neutral,neutral,['Calm']
2541,"Hello? Hello? Oh! Rachel, it's Paolo calling from Rome.",joy,positive,['Calm']
2542,Oh my God! Calling from Rome!,surprise,positive,"['Urgency', 'Anxiety']"
2543,So he's calling from Rome. I could do that. Just gotta go to Rome.,neutral,neutral,['Calm']
2544,"Monica, your dad just beeped in, but can you make it quick? Talking to Rome.  I'm talking to Rome.",joy,positive,['Calm']
2545,"Hey dad, what's up?  Oh God. Ross, it's Nana.",sadness,negative,"['Distress', 'Helplessness']"
2546,"So um, so what's up, you came to see me yesterday.",joy,positive,['Calm']
2547,"Oh, yeah, um, alright, I kinda need a divorce.",neutral,neutral,['Calm']
2548,"Oh, yeah, yeah, sure. We live in the building by the uh sidewalk.",neutral,neutral,['Calm']
2549,You know it?,surprise,negative,"['Urgency', 'Anxiety']"
2550,"Hey, look, since we're neighbors and all, what do you say we uh, get together for a drink?",neutral,neutral,['Calm']
2551,"Oh, sure, they love us over there.",neutral,neutral,['Calm']
2552,Ben! Ben! Ben!,joy,positive,['Calm']
2553,How about Joey... Pepponi?,neutral,neutral,['Calm']
2554,"No, still too ethnic. My agent thinks I should have a name that's more neutral.",neutral,neutral,['Calm']
2555,Joey... Switzerland?,neutral,neutral,['Calm']
2556,"Plus, y'know, I think it should be Joe.",neutral,neutral,['Calm']
2557,"Y'know, Joey makes me sound like I'm, I dunno, this big.",neutral,neutral,['Calm']
2558,Which I'm not.,neutral,neutral,['Calm']
2559,Joe...Joe...Joe...Stalin?,neutral,neutral,['Calm']
2560,Stalin...Stalin...do I know that name? It sounds familiar.,neutral,neutral,['Calm']
2561,"Well, it does not ring a bell with me...",neutral,neutral,['Calm']
2562,"Joe Stalin. Y'know, that's pretty good.",joy,positive,['Calm']
2563,Might wanna try Joseph.,neutral,neutral,['Calm']
2564,Joseph Stalin. I think you'd remember that!,joy,positive,['Calm']
2565,"Oh yes! Bye Bye Birdie, starring Joseph Stalin. Joseph Stalin is the Fiddler on the Roof.",joy,positive,['Calm']
2566,Are you kidding?,surprise,negative,"['Urgency', 'Anxiety']"
2567,"Okay, look.",neutral,neutral,['Calm']
2568,I-I studied evolution.,joy,positive,['Calm']
2569,"Remember, evolution?",joy,positive,['Calm']
2570,Monkey into man?,anger,negative,"['Aggression', 'Coercion']"
2571,"Plus, Im a doctor, and I had a monkey.",neutral,neutral,['Calm']
2572,Im Doctor Monkey!,anger,negative,"['Aggression', 'Coercion']"
2573,Im not arguing with that.,neutral,neutral,['Calm']
2574,"All right, Ive heard enough. Ive made my decision.",neutral,neutral,['Calm']
2575,You are both idiots.,disgust,negative,"['Aggression', 'Distress', 'Coercion']"
2576,"The joke is not funny, and its offensive to women, and doctors, and monkeys!",disgust,negative,"['Aggression', 'Distress', 'Coercion']"
2577,"You shouldnt be arguing over who gets credit, you should be arguing over who gets blamed for inflicting this horrible joke upon the world!",anger,negative,"['Aggression', 'Coercion']"
2578,Now let it go!,anger,negative,"['Aggression', 'Coercion']"
2579,The joke sucks!,anger,negative,"['Aggression', 'Coercion']"
2580,Its your joke.,neutral,neutral,['Calm']
2581,Is not.,anger,negative,"['Aggression', 'Coercion']"
2582,"Hey everybody, Rachel was so good today. She didn't gossip at all.",joy,positive,['Calm']
2583,I didnt!,joy,positive,['Calm']
2584,"Even when I found outumm, all right, well let's just say I found something out something about someone and let's just say she's gonna keep it.",neutral,neutral,['Calm']
2585,"Hey, Pheebs! Check-check this out.",joy,positive,['Calm']
2586,"Ooh, you nailed the Old Lady!",surprise,positive,"['Urgency', 'Anxiety']"
2587,"Yeah listen so, I thought I was getting better, so on my way home today I stopped by this guitar store and",neutral,neutral,['Calm']
2588,"Did you, did you",anger,negative,"['Aggression', 'Coercion']"
2589,No.,neutral,neutral,['Calm']
2590,Give me your hands.  Strings. Gimme it!  Pick. Do you want to learn to play guitar?,anger,negative,"['Aggression', 'Coercion']"
2591,Yes!,joy,positive,['Calm']
2592,Then don't touch one!!,anger,negative,"['Aggression', 'Coercion']"
2593,Really? You'd-you'd do that for me?!,surprise,positive,"['Urgency', 'Anxiety']"
2594,Yeah!,joy,positive,['Calm']
2595,Thanks!,joy,positive,['Calm']
2596,"All right, we'll start off slow. The only thing you have to do tonight is come up with the name of your main character.",neutral,neutral,['Calm']
2597,Done!,joy,positive,['Calm']
2598,And it can't be Joey.,neutral,neutral,['Calm']
2599,It's not.,neutral,neutral,['Calm']
2600,Or Joseph.,neutral,neutral,['Calm']
2601,Oh.,neutral,neutral,['Calm']
2602,Hi!,neutral,neutral,['Calm']
2603,"Hi! Hey, Pete youre back! Hey, check this out.",joy,positive,['Calm']
2604,Wow! Skates!,joy,positive,['Calm']
2605,Wow! Youre a lot sturdier that Chandler. He crumpled like a piece of paper. So how was youre trip?,surprise,positive,"['Urgency', 'Anxiety']"
2606,Well...,neutral,neutral,['Calm']
2607,"Oh, whatd ya bring me?!",joy,positive,['Calm']
2608,"Awww, hotel toiletries from Japan.",joy,positive,['Calm']
2609,"Oh, these are gonna go in my permanent collection.",joy,positive,['Calm']
2610,You want some coffee?,neutral,neutral,['Calm']
2611,"Yeah, sure, thatd be great.",neutral,neutral,['Calm']
2612,Regular or decaf?,neutral,neutral,['Calm']
2613,"Ah, which ever is closest.",neutral,neutral,['Calm']
2614,Okay.,neutral,neutral,['Calm']
2615,So ask me what I did today.,neutral,neutral,['Calm']
2616,So what did you do today Pete?,neutral,neutral,['Calm']
2617,I bought a restaurant and I would like you to be the head chef.,joy,positive,['Calm']
2618,What?! Oh.,surprise,negative,"['Urgency', 'Anxiety']"
2619,Hi.,neutral,neutral,['Calm']
2620,Hey.,neutral,neutral,['Calm']
2621,Where've you been?,neutral,neutral,['Calm']
2622,At the vet.,neutral,neutral,['Calm']
2623,"She's not gonna make you wear one of those big plastic cones, is she?",fear,negative,"['Fear', 'Panic', 'Anxiety']"
2624,She says Marcel's humping thing's not a phase. Apparently he's reached sexual maturity.,sadness,negative,"['Distress', 'Helplessness']"
2625,Hey! He beat ya.,joy,positive,['Calm']
2626,"She says as time goes on, he's gonna start getting agressive and violent.",sadness,negative,"['Distress', 'Helplessness']"
2627,So what does this mean?,neutral,neutral,['Calm']
2628,I'm gonna have to give him up.,sadness,negative,"['Distress', 'Helplessness']"
2629,Aww man! I cant believe I locked myself out again!,anger,negative,"['Aggression', 'Coercion']"
2630,Hang on buddy!,anger,negative,"['Aggression', 'Coercion']"
2631,Oh my God! What happened here? Did you do all this?,surprise,positive,"['Urgency', 'Anxiety']"
2632,I sure did.,neutral,neutral,['Calm']
2633,"But we haven't seen each other since then. Well I land in China, guess who's in charge of the dig.",surprise,positive,"['Urgency', 'Anxiety']"
2634,"Julie! Julie, isn't that great? I mean, isn't that just kick- you-in-the-crotch, spit-on-your-neck fantastic?",joy,positive,['Calm']
2635,May I come in?,neutral,neutral,['Calm']
2636,"Uh, yeah, if you want too.",neutral,neutral,['Calm']
2637,Do,neutral,neutral,['Calm']
2638,"Yeah, sure?",neutral,neutral,['Calm']
2639,So do I.,neutral,neutral,['Calm']
2640,"Okay Rach, before anything happens  I just want to lay down a couple of ground rules.",neutral,neutral,['Calm']
2641,This is just about tonight.,neutral,neutral,['Calm']
2642,"I don't to go through with this if it's going to raise the question of ""Us.""",neutral,neutral,['Calm']
2644,I just want this to be  about what it is!,joy,positive,['Calm']
2645,"And um, what-what is that Ross?",neutral,neutral,['Calm']
2646,The physical act of love.,joy,positive,['Calm']
2647,What?! Are you crazy?,surprise,negative,"['Urgency', 'Anxiety']"
2648,Oh so-so you weren't trying to entice me just now with your-your nakedness?,surprise,positive,"['Urgency', 'Anxiety']"
2649,"Oh God, you saw me?! Oh!",surprise,negative,"['Urgency', 'Anxiety']"
2650,You weren't trying to entice me with your nakedness.,joy,positive,['Calm']
2651,"Noo!! No! You thought, you actually thought I wanted to have sex with you?!",anger,negative,"['Aggression', 'Coercion']"
2652,No! No!  No!  No-no-no-no.,joy,positive,['Calm']
2657,Ah Joey.,neutral,neutral,['Calm']
2658,Joey Tribbiani.,neutral,neutral,['Calm']
2659,"Listen Joey, I got a problem, I just got a call from my dance captain, he's having a relationship crisis and can't get out of Long Island.",neutral,neutral,['Calm']
2660,"So, does that mean the audition is off?",sadness,negative,"['Distress', 'Helplessness']"
2661,"Listen Joey, seeing as you've got the most experience, I want you to take these dancers and show them the combination.",neutral,neutral,['Calm']
2662,What?!,surprise,negative,"['Urgency', 'Anxiety']"
2663,"Aw come on Joey, it's easy.",neutral,neutral,['Calm']
2664,"Y'know, it's hand, hand, head, head,  up, pas de bouree, pas de bouree, big turn here, grand sissone, sissone, sissone, slide back, step, step, step, and jazz hands!",neutral,neutral,['Calm']
2665,"It's ah, step-ity, step and jazz hands.",sadness,negative,"['Distress', 'Helplessness']"
2666,Have fun.,neutral,neutral,['Calm']
2667,Bye.,neutral,neutral,['Calm']
2668,Wow! Fortunately she has a,surprise,negative,"['Urgency', 'Anxiety']"
2669,"Oh, I so can't believe this! My uterus is an inhospitable environment? I was trying so hard to be a good hostess!",surprise,negative,"['Urgency', 'Anxiety']"
2670,"Oh, I can't believe my sperm have low motility because, let me tell you, when I was growing up they sure seem to be in a hurry to get places!",surprise,negative,"['Urgency', 'Anxiety']"
2672,Hi there.,neutral,neutral,['Calm']
2673,Hi.,neutral,neutral,['Calm']
2674,Hi.,neutral,neutral,['Calm']
2675,I'm sorry there wasn't better news from your test last week but I wanted to talk to you about your options.,neutral,neutral,['Calm']
2676,Ok.,neutral,neutral,['Calm']
2677,"Above all, even though your chances of conceiving through natural means aren't great, you never know!",neutral,neutral,['Calm']
2678,"So, keep having sex on a regular basis.",neutral,neutral,['Calm']
2679,"Oh, DAMN IT!",anger,negative,"['Aggression', 'Coercion']"
2680,"Don't worry, after a while he'll tune it out.",neutral,neutral,['Calm']
2681,"Ok, given your situation, the options with the greatest chances for success would be surrogacy, or insemination using a sperm donor.",neutral,neutral,['Calm']
2682,Ok.,neutral,neutral,['Calm']
2683,"Well, y'know, monogamy can be a, uh, tricky concept. I mean, anthropologically speaking-",neutral,neutral,['Calm']
2684,"Fine. Fine, alright, now you'll never know.",anger,negative,"['Aggression', 'Coercion']"
2685,"We're kidding. C'mon, tell us!",joy,positive,['Calm']
2686,Yeah! C'mon!,joy,positive,['Calm']
2687,"Alright. There's a theory, put forth by Richard Leakey-",neutral,neutral,['Calm']
2688,"Hi, is uh, is Carol here?",neutral,neutral,['Calm']
2689,"No, she's at a faculty meeting.",neutral,neutral,['Calm']
2690,"Oh, I uh, just came by to pick up my skull. Well, not mine, but...",neutral,neutral,['Calm']
2691,Come in.,neutral,neutral,['Calm']
2692,"Thanks. Yeah, Carol borrowed it for a class, and I have to get it back to the museum.",neutral,neutral,['Calm']
2693,What's it look like?,neutral,neutral,['Calm']
2694,Kinda like a big face without skin.,neutral,neutral,['Calm']
2695,"Yes, I'm familiar with the concept. We can just look for it.",neutral,neutral,['Calm']
2696,"Ok.  Wow, you guys sure have a lot of books about bein' a lesbian.",surprise,positive,"['Urgency', 'Anxiety']"
2697,"Well, you know, you have to take a course. Otherwise, they don't let you do it.",neutral,neutral,['Calm']
2698,"Hey, hey, Yertle the Turtle. A classic.",joy,positive,['Calm']
2699,"Actually, I'm reading it to the baby.",neutral,neutral,['Calm']
2700,"The uh, the baby that hasn't been born yet? Wouldn't that mean you're... crazy?",surprise,positive,"['Urgency', 'Anxiety']"
2701,"What, you don't think they can hear sounds in there?",joy,positive,['Calm']
2702,"You're not serious, I mean, you really... you really talk to it?",surprise,negative,"['Urgency', 'Anxiety']"
2703,I have no idea what you just said.,neutral,neutral,['Calm']
2704,Put Joey on the phone.,neutral,neutral,['Calm']
2705,What's up man?,neutral,neutral,['Calm']
